npy_path,emotion
./data_with_wav\openl3_embedding\Beautiful_Crazy_0.npy,in-love
./data_with_wav\openl3_embedding\Beautiful_Crazy_1.npy,in-love
./data_with_wav\openl3_embedding\Beautiful_Crazy_2.npy,in-love
./data_with_wav\openl3_embedding\The_Night_We_Met_0.npy,in-love
./data_with_wav\openl3_embedding\The_Night_We_Met_1.npy,in-love
./data_with_wav\openl3_embedding\The_Night_We_Met_2.npy,in-love
./data_with_wav\openl3_embedding\With_Or_Without_You_0.npy,in-love
./data_with_wav\openl3_embedding\With_Or_Without_You_1.npy,in-love
./data_with_wav\openl3_embedding\With_Or_Without_You_2.npy,in-love
./data_with_wav\openl3_embedding\willow_0.npy,in-love
./data_with_wav\openl3_embedding\willow_1.npy,in-love
./data_with_wav\openl3_embedding\willow_2.npy,in-love
./data_with_wav\openl3_embedding\Valentine_0.npy,in-love
./data_with_wav\openl3_embedding\Valentine_1.npy,in-love
./data_with_wav\openl3_embedding\Valentine_2.npy,in-love
./data_with_wav\openl3_embedding\Stuck_with_U_(with_Justin_Bieber)_0.npy,in-love
./data_with_wav\openl3_embedding\Stuck_with_U_(with_Justin_Bieber)_1.npy,in-love
./data_with_wav\openl3_embedding\Stuck_with_U_(with_Justin_Bieber)_2.npy,in-love
./data_with_wav\openl3_embedding\Somethin'_Stupid_0.npy,in-love
./data_with_wav\openl3_embedding\Somethin'_Stupid_1.npy,in-love
./data_with_wav\openl3_embedding\Somethin'_Stupid_2.npy,in-love
./data_with_wav\openl3_embedding\Stand_By_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Stand_By_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Stand_By_Me_2.npy,in-love
./data_with_wav\openl3_embedding\this_is_what_falling_in_love_feels_like_0.npy,in-love
./data_with_wav\openl3_embedding\this_is_what_falling_in_love_feels_like_1.npy,in-love
./data_with_wav\openl3_embedding\this_is_what_falling_in_love_feels_like_2.npy,in-love
./data_with_wav\openl3_embedding\Es_Por_Ti_0.npy,in-love
./data_with_wav\openl3_embedding\Es_Por_Ti_1.npy,in-love
./data_with_wav\openl3_embedding\Es_Por_Ti_2.npy,in-love
./data_with_wav\openl3_embedding\I'm_Yours_0.npy,in-love
./data_with_wav\openl3_embedding\I'm_Yours_1.npy,in-love
./data_with_wav\openl3_embedding\I'm_Yours_2.npy,in-love
./data_with_wav\openl3_embedding\I_Will_Always_Love_You_0.npy,in-love
./data_with_wav\openl3_embedding\I_Will_Always_Love_You_1.npy,in-love
./data_with_wav\openl3_embedding\I_Will_Always_Love_You_2.npy,in-love
./data_with_wav\openl3_embedding\Let's_Stay_Together_0.npy,in-love
./data_with_wav\openl3_embedding\Let's_Stay_Together_1.npy,in-love
./data_with_wav\openl3_embedding\Let's_Stay_Together_2.npy,in-love
./data_with_wav\openl3_embedding\Baby_Can_I_Hold_You_0.npy,in-love
./data_with_wav\openl3_embedding\Baby_Can_I_Hold_You_1.npy,in-love
./data_with_wav\openl3_embedding\Baby_Can_I_Hold_You_2.npy,in-love
./data_with_wav\openl3_embedding\Right_Here_Waiting_0.npy,in-love
./data_with_wav\openl3_embedding\Right_Here_Waiting_1.npy,in-love
./data_with_wav\openl3_embedding\Right_Here_Waiting_2.npy,in-love
./data_with_wav\openl3_embedding\King_Of_My_Heart_0.npy,in-love
./data_with_wav\openl3_embedding\King_Of_My_Heart_1.npy,in-love
./data_with_wav\openl3_embedding\King_Of_My_Heart_2.npy,in-love
./data_with_wav\openl3_embedding\You_&_I_0.npy,in-love
./data_with_wav\openl3_embedding\You_&_I_1.npy,in-love
./data_with_wav\openl3_embedding\You_&_I_2.npy,in-love
./data_with_wav\openl3_embedding\You're_Beautiful_0.npy,in-love
./data_with_wav\openl3_embedding\You're_Beautiful_1.npy,in-love
./data_with_wav\openl3_embedding\You're_Beautiful_2.npy,in-love
./data_with_wav\openl3_embedding\If_You_Love_Her_0.npy,in-love
./data_with_wav\openl3_embedding\If_You_Love_Her_1.npy,in-love
./data_with_wav\openl3_embedding\If_You_Love_Her_2.npy,in-love
./data_with_wav\openl3_embedding\Wherever_You_Will_Go_0.npy,in-love
./data_with_wav\openl3_embedding\Wherever_You_Will_Go_1.npy,in-love
./data_with_wav\openl3_embedding\Wherever_You_Will_Go_2.npy,in-love
./data_with_wav\openl3_embedding\For_Once_In_My_Life_0.npy,in-love
./data_with_wav\openl3_embedding\For_Once_In_My_Life_1.npy,in-love
./data_with_wav\openl3_embedding\For_Once_In_My_Life_2.npy,in-love
./data_with_wav\openl3_embedding\The_Lady_In_Red_0.npy,in-love
./data_with_wav\openl3_embedding\The_Lady_In_Red_1.npy,in-love
./data_with_wav\openl3_embedding\The_Lady_In_Red_2.npy,in-love
./data_with_wav\openl3_embedding\Nothing_Compares_2_U_0.npy,in-love
./data_with_wav\openl3_embedding\Nothing_Compares_2_U_1.npy,in-love
./data_with_wav\openl3_embedding\Nothing_Compares_2_U_2.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Two_of_Us_(feat._Bill_Withers)_0.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Two_of_Us_(feat._Bill_Withers)_1.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Two_of_Us_(feat._Bill_Withers)_2.npy,in-love
./data_with_wav\openl3_embedding\More_Than_Words_0.npy,in-love
./data_with_wav\openl3_embedding\More_Than_Words_1.npy,in-love
./data_with_wav\openl3_embedding\More_Than_Words_2.npy,in-love
./data_with_wav\openl3_embedding\Can't_Take_My_Eyes_off_You_0.npy,in-love
./data_with_wav\openl3_embedding\Can't_Take_My_Eyes_off_You_1.npy,in-love
./data_with_wav\openl3_embedding\Can't_Take_My_Eyes_off_You_2.npy,in-love
./data_with_wav\openl3_embedding\Kiss_from_a_Rose_0.npy,in-love
./data_with_wav\openl3_embedding\Kiss_from_a_Rose_1.npy,in-love
./data_with_wav\openl3_embedding\Kiss_from_a_Rose_2.npy,in-love
./data_with_wav\openl3_embedding\Die_A_Happy_Man_0.npy,in-love
./data_with_wav\openl3_embedding\Die_A_Happy_Man_1.npy,in-love
./data_with_wav\openl3_embedding\Die_A_Happy_Man_2.npy,in-love
"./data_with_wav\openl3_embedding\10,000_Hours_(with_Justin_Bieber)_0.npy",in-love
"./data_with_wav\openl3_embedding\10,000_Hours_(with_Justin_Bieber)_1.npy",in-love
"./data_with_wav\openl3_embedding\10,000_Hours_(with_Justin_Bieber)_2.npy",in-love
./data_with_wav\openl3_embedding\You're_Still_The_One_0.npy,in-love
./data_with_wav\openl3_embedding\You're_Still_The_One_1.npy,in-love
./data_with_wav\openl3_embedding\You're_Still_The_One_2.npy,in-love
./data_with_wav\openl3_embedding\Rewrite_The_Stars_0.npy,in-love
./data_with_wav\openl3_embedding\Rewrite_The_Stars_1.npy,in-love
./data_with_wav\openl3_embedding\Rewrite_The_Stars_2.npy,in-love
./data_with_wav\openl3_embedding\Thank_God_0.npy,in-love
./data_with_wav\openl3_embedding\Thank_God_1.npy,in-love
./data_with_wav\openl3_embedding\Thank_God_2.npy,in-love
./data_with_wav\openl3_embedding\Always_Be_My_Baby_0.npy,in-love
./data_with_wav\openl3_embedding\Always_Be_My_Baby_1.npy,in-love
./data_with_wav\openl3_embedding\Always_Be_My_Baby_2.npy,in-love
./data_with_wav\openl3_embedding\Your_Body_Is_a_Wonderland_0.npy,in-love
./data_with_wav\openl3_embedding\Your_Body_Is_a_Wonderland_1.npy,in-love
./data_with_wav\openl3_embedding\Your_Body_Is_a_Wonderland_2.npy,in-love
./data_with_wav\openl3_embedding\Beyond_0.npy,in-love
./data_with_wav\openl3_embedding\Beyond_1.npy,in-love
./data_with_wav\openl3_embedding\Beyond_2.npy,in-love
./data_with_wav\openl3_embedding\How_Long_Will_I_Love_You_0.npy,in-love
./data_with_wav\openl3_embedding\How_Long_Will_I_Love_You_1.npy,in-love
./data_with_wav\openl3_embedding\How_Long_Will_I_Love_You_2.npy,in-love
./data_with_wav\openl3_embedding\Sexual_Healing_0.npy,in-love
./data_with_wav\openl3_embedding\Sexual_Healing_1.npy,in-love
./data_with_wav\openl3_embedding\Sexual_Healing_2.npy,in-love
./data_with_wav\openl3_embedding\We_Might_Even_Be_Falling_In_Love_(Duet)_-_Spotify_Singles_0.npy,in-love
./data_with_wav\openl3_embedding\We_Might_Even_Be_Falling_In_Love_(Duet)_-_Spotify_Singles_1.npy,in-love
./data_with_wav\openl3_embedding\We_Might_Even_Be_Falling_In_Love_(Duet)_-_Spotify_Singles_2.npy,in-love
./data_with_wav\openl3_embedding\The_Power_of_Love_0.npy,in-love
./data_with_wav\openl3_embedding\The_Power_of_Love_1.npy,in-love
./data_with_wav\openl3_embedding\The_Power_of_Love_2.npy,in-love
./data_with_wav\openl3_embedding\By_Your_Side_0.npy,in-love
./data_with_wav\openl3_embedding\By_Your_Side_1.npy,in-love
./data_with_wav\openl3_embedding\By_Your_Side_2.npy,in-love
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_2.npy,in-love
./data_with_wav\openl3_embedding\I_Love_You_Always_Forever_0.npy,in-love
./data_with_wav\openl3_embedding\I_Love_You_Always_Forever_1.npy,in-love
./data_with_wav\openl3_embedding\I_Love_You_Always_Forever_2.npy,in-love
./data_with_wav\openl3_embedding\Adorn_0.npy,in-love
./data_with_wav\openl3_embedding\Adorn_1.npy,in-love
./data_with_wav\openl3_embedding\Adorn_2.npy,in-love
./data_with_wav\openl3_embedding\Everything_0.npy,in-love
./data_with_wav\openl3_embedding\Everything_1.npy,in-love
./data_with_wav\openl3_embedding\Everything_2.npy,in-love
./data_with_wav\openl3_embedding\Open_Arms_(2022_Remaster)_0.npy,in-love
./data_with_wav\openl3_embedding\Open_Arms_(2022_Remaster)_1.npy,in-love
./data_with_wav\openl3_embedding\Open_Arms_(2022_Remaster)_2.npy,in-love
./data_with_wav\openl3_embedding\Unforgettable_0.npy,in-love
./data_with_wav\openl3_embedding\Unforgettable_1.npy,in-love
./data_with_wav\openl3_embedding\Unforgettable_2.npy,in-love
./data_with_wav\openl3_embedding\Truly_Madly_Deeply_0.npy,in-love
./data_with_wav\openl3_embedding\Truly_Madly_Deeply_1.npy,in-love
./data_with_wav\openl3_embedding\Truly_Madly_Deeply_2.npy,in-love
./data_with_wav\openl3_embedding\In_Your_Love_0.npy,in-love
./data_with_wav\openl3_embedding\In_Your_Love_1.npy,in-love
./data_with_wav\openl3_embedding\In_Your_Love_2.npy,in-love
./data_with_wav\openl3_embedding\Let's_Get_It_On_0.npy,in-love
./data_with_wav\openl3_embedding\Let's_Get_It_On_1.npy,in-love
./data_with_wav\openl3_embedding\Let's_Get_It_On_2.npy,in-love
./data_with_wav\openl3_embedding\You_Are_So_Beautiful_0.npy,in-love
./data_with_wav\openl3_embedding\You_Are_So_Beautiful_1.npy,in-love
./data_with_wav\openl3_embedding\You_Are_So_Beautiful_2.npy,in-love
./data_with_wav\openl3_embedding\Let's_Fall_in_Love_for_the_Night_0.npy,in-love
./data_with_wav\openl3_embedding\Let's_Fall_in_Love_for_the_Night_1.npy,in-love
./data_with_wav\openl3_embedding\Let's_Fall_in_Love_for_the_Night_2.npy,in-love
./data_with_wav\openl3_embedding\Faithfully_(2023_Remaster)_0.npy,in-love
./data_with_wav\openl3_embedding\Faithfully_(2023_Remaster)_1.npy,in-love
./data_with_wav\openl3_embedding\Faithfully_(2023_Remaster)_2.npy,in-love
./data_with_wav\openl3_embedding\This_Year's_Love_0.npy,in-love
./data_with_wav\openl3_embedding\This_Year's_Love_1.npy,in-love
./data_with_wav\openl3_embedding\This_Year's_Love_2.npy,in-love
./data_with_wav\openl3_embedding\One_Sweet_Day_0.npy,in-love
./data_with_wav\openl3_embedding\One_Sweet_Day_1.npy,in-love
./data_with_wav\openl3_embedding\One_Sweet_Day_2.npy,in-love
./data_with_wav\openl3_embedding\Butterflies_0.npy,in-love
./data_with_wav\openl3_embedding\Butterflies_1.npy,in-love
./data_with_wav\openl3_embedding\Butterflies_2.npy,in-love
./data_with_wav\openl3_embedding\XO_0.npy,in-love
./data_with_wav\openl3_embedding\XO_1.npy,in-love
./data_with_wav\openl3_embedding\XO_2.npy,in-love
./data_with_wav\openl3_embedding\To_Be_With_You_-_2021_Remastered_0.npy,in-love
./data_with_wav\openl3_embedding\To_Be_With_You_-_2021_Remastered_1.npy,in-love
./data_with_wav\openl3_embedding\To_Be_With_You_-_2021_Remastered_2.npy,in-love
./data_with_wav\openl3_embedding\All_The_Things_She_Said_0.npy,angry
./data_with_wav\openl3_embedding\All_The_Things_She_Said_1.npy,angry
./data_with_wav\openl3_embedding\All_The_Things_She_Said_2.npy,angry
./data_with_wav\openl3_embedding\Demons_0.npy,angry
./data_with_wav\openl3_embedding\Demons_1.npy,angry
./data_with_wav\openl3_embedding\Demons_2.npy,angry
./data_with_wav\openl3_embedding\kirbycore_0.npy,angry
./data_with_wav\openl3_embedding\kirbycore_1.npy,angry
./data_with_wav\openl3_embedding\kirbycore_2.npy,angry
./data_with_wav\openl3_embedding\Judas_0.npy,angry
./data_with_wav\openl3_embedding\Judas_1.npy,angry
./data_with_wav\openl3_embedding\Judas_2.npy,angry
./data_with_wav\openl3_embedding\Cha_Cha_Cha_0.npy,angry
./data_with_wav\openl3_embedding\Cha_Cha_Cha_1.npy,angry
./data_with_wav\openl3_embedding\Cha_Cha_Cha_2.npy,angry
./data_with_wav\openl3_embedding\abcdefu_(angrier)_0.npy,angry
./data_with_wav\openl3_embedding\abcdefu_(angrier)_1.npy,angry
./data_with_wav\openl3_embedding\abcdefu_(angrier)_2.npy,angry
./data_with_wav\openl3_embedding\Rock_With_You_0.npy,angry
./data_with_wav\openl3_embedding\Rock_With_You_1.npy,angry
./data_with_wav\openl3_embedding\Rock_With_You_2.npy,angry
./data_with_wav\openl3_embedding\Cool_for_the_Summer_-_Rock_Version_0.npy,angry
./data_with_wav\openl3_embedding\Cool_for_the_Summer_-_Rock_Version_1.npy,angry
./data_with_wav\openl3_embedding\Cool_for_the_Summer_-_Rock_Version_2.npy,angry
./data_with_wav\openl3_embedding\all-american_bitch_0.npy,angry
./data_with_wav\openl3_embedding\all-american_bitch_1.npy,angry
./data_with_wav\openl3_embedding\all-american_bitch_2.npy,angry
./data_with_wav\openl3_embedding\CIGARETTE_0.npy,angry
./data_with_wav\openl3_embedding\CIGARETTE_1.npy,angry
./data_with_wav\openl3_embedding\CIGARETTE_2.npy,angry
./data_with_wav\openl3_embedding\Unholy_(feat._Kim_Petras)_0.npy,angry
./data_with_wav\openl3_embedding\Unholy_(feat._Kim_Petras)_1.npy,angry
./data_with_wav\openl3_embedding\Unholy_(feat._Kim_Petras)_2.npy,angry
./data_with_wav\openl3_embedding\Happier_Than_Ever_-_Edit_0.npy,angry
./data_with_wav\openl3_embedding\Happier_Than_Ever_-_Edit_1.npy,angry
./data_with_wav\openl3_embedding\Happier_Than_Ever_-_Edit_2.npy,angry
./data_with_wav\openl3_embedding\MAL_[intro]_0.npy,angry
./data_with_wav\openl3_embedding\MAL_[intro]_1.npy,angry
./data_with_wav\openl3_embedding\MAL_[intro]_2.npy,angry
./data_with_wav\openl3_embedding\Voy_a_Morir_0.npy,angry
./data_with_wav\openl3_embedding\Voy_a_Morir_1.npy,angry
./data_with_wav\openl3_embedding\Voy_a_Morir_2.npy,angry
./data_with_wav\openl3_embedding\HYPOCRITE_0.npy,angry
./data_with_wav\openl3_embedding\HYPOCRITE_1.npy,angry
./data_with_wav\openl3_embedding\HYPOCRITE_2.npy,angry
./data_with_wav\openl3_embedding\Womanizer_0.npy,angry
./data_with_wav\openl3_embedding\Womanizer_1.npy,angry
./data_with_wav\openl3_embedding\Womanizer_2.npy,angry
./data_with_wav\openl3_embedding\acroyoga_0.npy,angry
./data_with_wav\openl3_embedding\acroyoga_1.npy,angry
./data_with_wav\openl3_embedding\acroyoga_2.npy,angry
./data_with_wav\openl3_embedding\WTF_Do_I_Know_0.npy,angry
./data_with_wav\openl3_embedding\WTF_Do_I_Know_1.npy,angry
./data_with_wav\openl3_embedding\WTF_Do_I_Know_2.npy,angry
./data_with_wav\openl3_embedding\10_Things_I_Hate_About_You_0.npy,angry
./data_with_wav\openl3_embedding\10_Things_I_Hate_About_You_1.npy,angry
./data_with_wav\openl3_embedding\10_Things_I_Hate_About_You_2.npy,angry
./data_with_wav\openl3_embedding\29_0.npy,angry
./data_with_wav\openl3_embedding\29_1.npy,angry
./data_with_wav\openl3_embedding\29_2.npy,angry
./data_with_wav\openl3_embedding\ZITTI_E_BUONI_0.npy,angry
./data_with_wav\openl3_embedding\ZITTI_E_BUONI_1.npy,angry
./data_with_wav\openl3_embedding\ZITTI_E_BUONI_2.npy,angry
./data_with_wav\openl3_embedding\next_year_0.npy,angry
./data_with_wav\openl3_embedding\next_year_1.npy,angry
./data_with_wav\openl3_embedding\next_year_2.npy,angry
./data_with_wav\openl3_embedding\Heart_Attack_-_Rock_Version_0.npy,angry
./data_with_wav\openl3_embedding\Heart_Attack_-_Rock_Version_1.npy,angry
./data_with_wav\openl3_embedding\Heart_Attack_-_Rock_Version_2.npy,angry
./data_with_wav\openl3_embedding\Alive_and_Unwell_0.npy,angry
./data_with_wav\openl3_embedding\Alive_and_Unwell_1.npy,angry
./data_with_wav\openl3_embedding\Alive_and_Unwell_2.npy,angry
./data_with_wav\openl3_embedding\Nightmare_0.npy,angry
./data_with_wav\openl3_embedding\Nightmare_1.npy,angry
./data_with_wav\openl3_embedding\Nightmare_2.npy,angry
./data_with_wav\openl3_embedding\I_Did_Something_Bad_0.npy,angry
./data_with_wav\openl3_embedding\I_Did_Something_Bad_1.npy,angry
./data_with_wav\openl3_embedding\I_Did_Something_Bad_2.npy,angry
./data_with_wav\openl3_embedding\t_kieres_venir_0.npy,angry
./data_with_wav\openl3_embedding\t_kieres_venir_1.npy,angry
./data_with_wav\openl3_embedding\t_kieres_venir_2.npy,angry
./data_with_wav\openl3_embedding\Frankenstein_0.npy,angry
./data_with_wav\openl3_embedding\Frankenstein_1.npy,angry
./data_with_wav\openl3_embedding\Frankenstein_2.npy,angry
./data_with_wav\openl3_embedding\Amsterdam_0.npy,angry
./data_with_wav\openl3_embedding\Amsterdam_1.npy,angry
./data_with_wav\openl3_embedding\Amsterdam_2.npy,angry
./data_with_wav\openl3_embedding\t_r_a_n_s_p_a_r_e_n_t_s_o_u_l_feat._Travis_Barker_0.npy,angry
./data_with_wav\openl3_embedding\t_r_a_n_s_p_a_r_e_n_t_s_o_u_l_feat._Travis_Barker_1.npy,angry
./data_with_wav\openl3_embedding\t_r_a_n_s_p_a_r_e_n_t_s_o_u_l_feat._Travis_Barker_2.npy,angry
./data_with_wav\openl3_embedding\Rumour_Has_It_0.npy,angry
./data_with_wav\openl3_embedding\Rumour_Has_It_1.npy,angry
./data_with_wav\openl3_embedding\Rumour_Has_It_2.npy,angry
./data_with_wav\openl3_embedding\Hardcore_Maniac_0.npy,angry
./data_with_wav\openl3_embedding\Hardcore_Maniac_1.npy,angry
./data_with_wav\openl3_embedding\Hardcore_Maniac_2.npy,angry
./data_with_wav\openl3_embedding\So_What_0.npy,angry
./data_with_wav\openl3_embedding\So_What_1.npy,angry
./data_with_wav\openl3_embedding\So_What_2.npy,angry
./data_with_wav\openl3_embedding\Centuries_0.npy,angry
./data_with_wav\openl3_embedding\Centuries_1.npy,angry
./data_with_wav\openl3_embedding\Centuries_2.npy,angry
./data_with_wav\openl3_embedding\brutal_0.npy,angry
./data_with_wav\openl3_embedding\brutal_1.npy,angry
./data_with_wav\openl3_embedding\brutal_2.npy,angry
./data_with_wav\openl3_embedding\Boss_Bitch_0.npy,angry
./data_with_wav\openl3_embedding\Boss_Bitch_1.npy,angry
./data_with_wav\openl3_embedding\Boss_Bitch_2.npy,angry
./data_with_wav\openl3_embedding\The_Kindest_Thing_0.npy,angry
./data_with_wav\openl3_embedding\The_Kindest_Thing_1.npy,angry
./data_with_wav\openl3_embedding\The_Kindest_Thing_2.npy,angry
./data_with_wav\openl3_embedding\Love_Me_or_Hate_Me_0.npy,angry
./data_with_wav\openl3_embedding\Love_Me_or_Hate_Me_1.npy,angry
./data_with_wav\openl3_embedding\Love_Me_or_Hate_Me_2.npy,angry
./data_with_wav\openl3_embedding\Hot_N_Cold_-_Rock_Version_0.npy,angry
./data_with_wav\openl3_embedding\Hot_N_Cold_-_Rock_Version_1.npy,angry
./data_with_wav\openl3_embedding\Hot_N_Cold_-_Rock_Version_2.npy,angry
./data_with_wav\openl3_embedding\FREEZE_0.npy,angry
./data_with_wav\openl3_embedding\FREEZE_1.npy,angry
./data_with_wav\openl3_embedding\FREEZE_2.npy,angry
./data_with_wav\openl3_embedding\Easier_than_Lying_0.npy,angry
./data_with_wav\openl3_embedding\Easier_than_Lying_1.npy,angry
./data_with_wav\openl3_embedding\Easier_than_Lying_2.npy,angry
./data_with_wav\openl3_embedding\Teeth_0.npy,angry
./data_with_wav\openl3_embedding\Teeth_1.npy,angry
./data_with_wav\openl3_embedding\Teeth_2.npy,angry
./data_with_wav\openl3_embedding\Fuck_You_(Internet_Girl_Remix)_0.npy,angry
./data_with_wav\openl3_embedding\Fuck_You_(Internet_Girl_Remix)_1.npy,angry
./data_with_wav\openl3_embedding\Fuck_You_(Internet_Girl_Remix)_2.npy,angry
./data_with_wav\openl3_embedding\Dark_Side_0.npy,angry
./data_with_wav\openl3_embedding\Dark_Side_1.npy,angry
./data_with_wav\openl3_embedding\Dark_Side_2.npy,angry
./data_with_wav\openl3_embedding\efectiva_0.npy,angry
./data_with_wav\openl3_embedding\efectiva_1.npy,angry
./data_with_wav\openl3_embedding\efectiva_2.npy,angry
./data_with_wav\openl3_embedding\YES_MOM_0.npy,angry
./data_with_wav\openl3_embedding\YES_MOM_1.npy,angry
./data_with_wav\openl3_embedding\YES_MOM_2.npy,angry
./data_with_wav\openl3_embedding\Gaslight_feat._Travis_Barker_0.npy,angry
./data_with_wav\openl3_embedding\Gaslight_feat._Travis_Barker_1.npy,angry
./data_with_wav\openl3_embedding\Gaslight_feat._Travis_Barker_2.npy,angry
./data_with_wav\openl3_embedding\stupid_horse_0.npy,angry
./data_with_wav\openl3_embedding\stupid_horse_1.npy,angry
./data_with_wav\openl3_embedding\stupid_horse_2.npy,angry
./data_with_wav\openl3_embedding\Tell_Me_Something_I_Don't_Know_0.npy,angry
./data_with_wav\openl3_embedding\Tell_Me_Something_I_Don't_Know_1.npy,angry
./data_with_wav\openl3_embedding\Tell_Me_Something_I_Don't_Know_2.npy,angry
./data_with_wav\openl3_embedding\Oh_No!_0.npy,angry
./data_with_wav\openl3_embedding\Oh_No!_1.npy,angry
./data_with_wav\openl3_embedding\Oh_No!_2.npy,angry
./data_with_wav\openl3_embedding\Better_Than_Revenge_0.npy,angry
./data_with_wav\openl3_embedding\Better_Than_Revenge_1.npy,angry
./data_with_wav\openl3_embedding\Better_Than_Revenge_2.npy,angry
./data_with_wav\openl3_embedding\Dreaming_0.npy,angry
./data_with_wav\openl3_embedding\Dreaming_1.npy,angry
./data_with_wav\openl3_embedding\Dreaming_2.npy,angry
./data_with_wav\openl3_embedding\EAT_SPIT!_(feat._Royal_&_the_Serpent)_0.npy,angry
./data_with_wav\openl3_embedding\EAT_SPIT!_(feat._Royal_&_the_Serpent)_1.npy,angry
./data_with_wav\openl3_embedding\EAT_SPIT!_(feat._Royal_&_the_Serpent)_2.npy,angry
./data_with_wav\openl3_embedding\Potential_Breakup_Song_0.npy,angry
./data_with_wav\openl3_embedding\Potential_Breakup_Song_1.npy,angry
./data_with_wav\openl3_embedding\Potential_Breakup_Song_2.npy,angry
./data_with_wav\openl3_embedding\Night_Crawling_(feat._Billy_Idol)_0.npy,angry
./data_with_wav\openl3_embedding\Night_Crawling_(feat._Billy_Idol)_1.npy,angry
./data_with_wav\openl3_embedding\Night_Crawling_(feat._Billy_Idol)_2.npy,angry
./data_with_wav\openl3_embedding\IN_NOME_DEL_PADRE_0.npy,angry
./data_with_wav\openl3_embedding\IN_NOME_DEL_PADRE_1.npy,angry
./data_with_wav\openl3_embedding\IN_NOME_DEL_PADRE_2.npy,angry
./data_with_wav\openl3_embedding\I'd_Rather_Die_0.npy,angry
./data_with_wav\openl3_embedding\I'd_Rather_Die_1.npy,angry
./data_with_wav\openl3_embedding\I'd_Rather_Die_2.npy,angry
./data_with_wav\openl3_embedding\S&M_0.npy,angry
./data_with_wav\openl3_embedding\S&M_1.npy,angry
./data_with_wav\openl3_embedding\S&M_2.npy,angry
./data_with_wav\openl3_embedding\What_the_Hell_0.npy,angry
./data_with_wav\openl3_embedding\What_the_Hell_1.npy,angry
./data_with_wav\openl3_embedding\What_the_Hell_2.npy,angry
./data_with_wav\openl3_embedding\Sex_With_Me_0.npy,angry
./data_with_wav\openl3_embedding\Sex_With_Me_1.npy,angry
./data_with_wav\openl3_embedding\Sex_With_Me_2.npy,angry
./data_with_wav\openl3_embedding\interlude_0.npy,angry
./data_with_wav\openl3_embedding\interlude_1.npy,angry
./data_with_wav\openl3_embedding\interlude_2.npy,angry
./data_with_wav\openl3_embedding\NO_0.npy,angry
./data_with_wav\openl3_embedding\NO_1.npy,angry
./data_with_wav\openl3_embedding\NO_2.npy,angry
./data_with_wav\openl3_embedding\FU_(feat._French_Montana)_0.npy,angry
./data_with_wav\openl3_embedding\FU_(feat._French_Montana)_1.npy,angry
./data_with_wav\openl3_embedding\FU_(feat._French_Montana)_2.npy,angry
./data_with_wav\openl3_embedding\LIVIDI_SUI_GOMITI_0.npy,angry
./data_with_wav\openl3_embedding\LIVIDI_SUI_GOMITI_1.npy,angry
./data_with_wav\openl3_embedding\LIVIDI_SUI_GOMITI_2.npy,angry
./data_with_wav\openl3_embedding\Mother's_Daughter_0.npy,angry
./data_with_wav\openl3_embedding\Mother's_Daughter_1.npy,angry
./data_with_wav\openl3_embedding\Mother's_Daughter_2.npy,angry
./data_with_wav\openl3_embedding\Girlfriend_0.npy,angry
./data_with_wav\openl3_embedding\Girlfriend_1.npy,angry
./data_with_wav\openl3_embedding\Girlfriend_2.npy,angry
./data_with_wav\openl3_embedding\Dull_Knives_0.npy,angry
./data_with_wav\openl3_embedding\Dull_Knives_1.npy,angry
./data_with_wav\openl3_embedding\Dull_Knives_2.npy,angry
./data_with_wav\openl3_embedding\If_U_Seek_Amy_0.npy,angry
./data_with_wav\openl3_embedding\If_U_Seek_Amy_1.npy,angry
./data_with_wav\openl3_embedding\If_U_Seek_Amy_2.npy,angry
./data_with_wav\openl3_embedding\Look_What_You_Made_Me_Do_0.npy,angry
./data_with_wav\openl3_embedding\Look_What_You_Made_Me_Do_1.npy,angry
./data_with_wav\openl3_embedding\Look_What_You_Made_Me_Do_2.npy,angry
./data_with_wav\openl3_embedding\Smells_Like_Teen_Spirit_0.npy,angry
./data_with_wav\openl3_embedding\Smells_Like_Teen_Spirit_1.npy,angry
./data_with_wav\openl3_embedding\Smells_Like_Teen_Spirit_2.npy,angry
./data_with_wav\openl3_embedding\good_4_u_0.npy,angry
./data_with_wav\openl3_embedding\good_4_u_1.npy,angry
./data_with_wav\openl3_embedding\good_4_u_2.npy,angry
./data_with_wav\openl3_embedding\Sk8er_Boi_0.npy,angry
./data_with_wav\openl3_embedding\Sk8er_Boi_1.npy,angry
./data_with_wav\openl3_embedding\Sk8er_Boi_2.npy,angry
./data_with_wav\openl3_embedding\Perfect_Illusion_0.npy,angry
./data_with_wav\openl3_embedding\Perfect_Illusion_1.npy,angry
./data_with_wav\openl3_embedding\Perfect_Illusion_2.npy,angry
./data_with_wav\openl3_embedding\Plastic_Hearts_0.npy,angry
